State/Region Name,District Name,Township Name,Total Population,% rural,% 0-14,% currently attending school/college,% 10yr and older in paid employment,% in institutions,percentile mean household,% HQ housing,% LQ housing,% households with access to safe sanitation,% households w/ electricity as source,% households w/ solar systems as source,% households w/ relatively efficient sources of lighting,% households w/ relatively poor sources of lighting,% cooking fuel electricity,% cooking fuel that costs natural resources,% cooking fuel that is fuel-based and requires transport,% availability to TV,% availibility to mobile phone,% availiability to radio,% availiability to computer,% availiability to Internet,% availiability to car/truck/van,% availability to 40wheel tractor,% availibility to motor boat
Sagaing,Hkamti,Lahe,54357,0.8967382306,0.4080799161,0.1638795371,0.4029793245,0.01716430267,0.8588799571,0.01041200179,0.9895879982,0.2399238692,0.03873712494,0.2474249888,0.1400582176,0.5737796686,0.002463054187,0.9917151814,0.000447828034,0.05609046126,0.0881101657,0.1360277653,0.003246753247,0.000447828034,0.002686968204,0.0007836990596,0.09113300493
Sagaing,Hkamti,Nanyun,51980,0.8818199307,0.4080223163,0.2161023471,0.3851593892,0.04155444402,0.9124990928,0.008928571429,0.9910714286,0.2227040816,0.04183673469,0.2885204082,0.07257653061,0.5970663265,0.001275510204,0.9948979592,0.002933673469,0.04362244898,0.02168367347,0.1276785714,0.003698979592,0.0007653061224,0.001658163265,0.002168367347,0.04668367347
Sagaing,Yinmabin,Yinmabin,141480,0.9660305344,0.2727876732,0.1898642918,0.5601340576,0.0118179248,0.6798043576,0.1031762156,0.8968237844,0.7158675335,0.1398821617,0.1230868211,0.6045984017,0.1324326155,0.06765542462,0.9285520791,0.0006095083299,0.2977448192,0.1471624001,0.6307733983,0.00958282541,0.01936882026,0.0112759041,0.01679534065,0.5441893539
Sagaing,Yinmabin,Salingyi,121808,0.9544118613,0.2541458689,0.1600469591,0.6379502196,0.04081012741,0.633899575,0.06574224506,0.9342577549,0.7208599388,0.4537348396,0.06619563985,0.3641893679,0.1158801526,0.1584992632,0.8372312691,0.001246835682,0.4435334568,0.2177050667,0.5430913968,0.01821135754,0.03793403106,0.01533985718,0.01235500812,0.5968186799
Sagaing,Yinmabin,Pale,144006,0.9715636848,0.2815785453,0.181902143,0.5597843593,0.02546421677,0.6227128173,0.04662876213,0.9533712379,0.6414622088,0.1913973178,0.1277115135,0.471478895,0.2094122737,0.0610283666,0.9321735369,0.0005253074594,0.2908349299,0.1152895371,0.5629441938,0.007076200482,0.02107409925,0.009362832952,0.007570607503,0.4460787343
Sagaing,Yinmabin,Kani,134541,0.9636765001,0.2933157922,0.2061899347,0.5253302961,0.02455756981,0.6448760929,0.2238305444,0.7761694556,0.7529343325,0.05892618828,0.128665777,0.5952503165,0.2171577182,0.002600691236,0.9961331828,0.0006843924306,0.2464497143,0.09023714198,0.6520891079,0.005988433768,0.007904732574,0.00917085857,0.005851555282,0.4872874106
Tanintharyi,Dawei,Dawei,146964,0.4321126262,0.2843757655,0.1718039792,0.6423467218,0.07463052176,0.6703254475,0.281433426,0.718566574,0.8426869873,0.04362750146,0.04276936807,0.6698932482,0.2437098823,0.02244876944,0.9364294786,0.0343939862,0.6577077541,0.4870765112,0.3926818385,0.0634675454,0.1218206158,0.0489822538,0.02567535098,0.6145951327
Tanintharyi,Dawei,Launglon,118317,0.954917721,0.3414133218,0.2149395269,0.6602838331,0.02822924854,0.6415515831,0.2724305421,0.7275694579,0.6598406839,0.07744317078,0.01037497571,0.5651447445,0.347037109,0.004740625607,0.9838741014,0.00940353604,0.5369341364,0.2992034195,0.4118904216,0.01849621139,0.06205556635,0.01771905965,0.05626578589,0.5366232757
Tanintharyi,Dawei,Thayetchaung,105662,0.8930078931,0.3419488558,0.2195491284,0.6170721401,0.02347106812,0.647748783,0.2033750109,0.7966249891,0.7824167177,0.0241322025,0.04686543674,0.501267815,0.4277345458,0.00284165428,0.9843053248,0.01184751246,0.4574626213,0.1978228556,0.3714260733,0.01289673866,0.02898487366,0.01407711813,0.03903995803,0.492043368
Tanintharyi,Dawei,Yebyu,122633,0.9359226309,0.3414496914,0.2060293722,0.6411556481,0.0552298321,0.63138998,0.190626186,0.809373814,0.6774193548,0.03191650854,0.05836812144,0.3926375712,0.5170777989,0.002960151803,0.9897533207,0.005578747628,0.4336242884,0.1717647059,0.3859582543,0.01943074004,0.01582542694,0.01525616698,0.02383301708,0.5003795066
Tanintharyi,Myeik,Myeik,284489,0.5952708189,0.3158927059,0.2034068101,0.6694092371,0.03814558735,0.7229829302,0.2083386999,0.7916613001,0.8273749287,0.1052641263,0.01446208762,0.5664869639,0.3137868222,0.01440688881,0.955693757,0.02537305194,0.5717860494,0.398149,0.3628953615,0.04209829068,0.1167086791,0.02476586506,0.01295332021,0.4300723104
Tanintharyi,Myeik,Kyunsu,171753,0.9676977986,0.3804067469,0.2058013543,0.6478181232,0.01875949765,0.7336156588,0.04877531223,0.9512246878,0.2850127319,0.1124651388,0.007123802595,0.2994725355,0.5809385231,0.003607372378,0.9868133867,0.007881653935,0.3501879471,0.1173760155,0.3621619983,0.008336364739,0.0143082333,0.001697587001,0.004789620468,0.1247726446
Tanintharyi,Myeik,Palaw,129992,0.8068188812,0.3676303157,0.234222106,0.6026013756,0.01590097852,0.7160808264,0.1860990917,0.8139009083,0.5590379293,0.1896854169,0.02066035162,0.3186761782,0.4709780532,0.004755779051,0.9780922309,0.01524188204,0.4372977819,0.2263672865,0.2684286438,0.01446224613,0.02814485635,0.007718395509,0.03021089151,0.3921958445
Tanintharyi,Myeik,Tanintharyi,106853,0.948396395,0.3672802823,0.218309266,0.6014970394,0.0378838217,0.740753157,0.09237794169,0.9076220583,0.6892970044,0.0609162527,0.03602789904,0.2679010487,0.6351547995,0.001756234633,0.9787244719,0.01801394952,0.3248030508,0.1476240654,0.2920367304,0.01184203924,0.02222891264,0.006372622811,0.008128857444,0.3750815395
Tanintharyi,Kawthoung,Kawthoung,140020,0.5093129553,0.3262962434,0.1702399657,0.7254106949,0.0463790887,0.6318429826,0.4421011006,0.5578988994,0.7493903645,0.05862387135,0.01440057998,0.6698411652,0.2571343834,0.03427140315,0.8756673038,0.08261385356,0.6002438542,0.5444869176,0.2129769986,0.04498121663,0.03512818823,0.01469715943,0.0051077572,0.4449350821
Tanintharyi,Kawthoung,Bokpyin,81718,0.8722190949,0.3660025943,0.1900805208,0.6983025446,0.07188134805,0.691840692,0.125968746,0.874031254,0.3923897853,0.05126413416,0.02807775378,0.5005081946,0.4201499174,0.006098335663,0.9841189175,0.007305297929,0.3615804853,0.1732943717,0.2482530809,0.01308601194,0.02477448863,0.005145470715,0.002413924533,0.2312920849
Bago,Bago,Bago,491434,0.4822824632,0.2873753139,0.1711277608,0.6931719107,0.04846835994,0.6318259475,0.2111787328,0.7888212672,0.833,0.5293656424,0.01613896875,0.2772560953,0.1772392936,0.2900813949,0.6923141545,0.008858230967,0.5581618937,0.4783818094,0.2896613524,0.03203524624,0.08739685621,0.02733076952,0.008886233805,0.3745472875
Bago,Bago,Thanatpin,145287,0.8910983089,0.353899523,0.2040650574,0.6607341887,0.01548658861,0.6318259475,0.06099548068,0.9390045193,0.3,0.1364404956,0.05204906693,0.4094752052,0.4020352323,0.06074953116,0.8591324131,0.008454514711,0.4126418053,0.1533802687,0.3842961232,0.006025763212,0.02477941403,0.005872044763,0.02736188397,0.2389399576
Bago,Bago,Kawa,197363,0.9118578457,0.3362535024,0.2076833044,0.6418721189,0.01117230687,0.6031065862,0.0565165491,0.9434834509,0.541,0.09560499186,0.07613673359,0.4254150841,0.4028431905,0.0188388497,0.8817580033,0.006511123169,0.4070754205,0.1188279978,0.4152143245,0.00551275095,0.01163320673,0.004579489962,0.04,0.2560824742
Bago,Bago,Waw,176014,0.8685161408,0.3473416887,0.2034326815,0.6432891821,0.02754894497,0.6605453087,0.06838713157,0.9316128684,0.582,0.1426529677,0.04832402988,0.4152576652,0.3937653372,0.0458431087,0.8963676078,0.004638243939,0.4441657903,0.1897635035,0.4148262007,0.006849499771,0.01941590486,0.007982094221,0.04330825446,0.2449909662
Bago,Bago,Nyaunglebin,199483,0.7030122868,0.3010782874,0.1818651213,0.6621876224,0.01943022714,0.6318259475,0.1005763818,0.8994236182,0.831,0.2721951655,0.06503284036,0.3415173585,0.3212546356,0.08402216165,0.8478396854,0.005629775256,0.3683481525,0.278249408,0.4076672177,0.009651043296,0.007059559448,0.008668066664,0.04088289174,0.3305705733
Bago,Bago,Kyauktaga,251212,0.8739869115,0.3303783259,0.1950782606,0.6440310958,0.01158384154,0.68926467,0.1215342317,0.8784657683,0.769,0.2589064436,0.1228895601,0.2047707559,0.4134332404,0.05339993804,0.8516109046,0.002730018587,0.3464606568,0.1989622057,0.3319973668,0.007977075589,0.004782372986,0.008112608426,0.03719408302,0.33372057
Bago,Bago,Daik-U,202530,0.8100182689,0.3125364144,0.1798252111,0.6979228597,0.01997728732,0.6174662669,0.1070093764,0.8929906236,0.767,0.2570760387,0.08071601862,0.3470810657,0.3151268769,0.06718685114,0.9145192665,0.002666491815,0.4013070181,0.2282254716,0.3736367014,0.01001027255,0.03641291281,0.01121237952,0.02426070422,0.2854020501
Bago,Bago,Shwegyin,107462,0.7712772887,0.3435260836,0.1958552791,0.6575544973,0.02769351026,0.68926467,0.09411440639,0.9058855936,0.697,0.2285373244,0.07373060325,0.2327150859,0.4650169865,0.128316959,0.8632356992,0.003626847856,0.4063905977,0.2340005509,0.4021210174,0.01156918557,0.0329170875,0.009319621706,0.01657331742,0.3763658066
Bago,Taungoo,Taungoo,262056,0.5856267363,0.2778986171,0.1610609946,0.6531074234,0.05552629972,0.6174662669,0.2357292029,0.7642707971,0.778,0.515367212,0.05116602854,0.1143056039,0.3191611556,0.1473024713,0.8386355726,0.00537765402,0.5809780717,0.4422902889,0.2986947442,0.03390184476,0.08174382179,0.02499129829,0.01458405848,0.465750087
Bago,Taungoo,Yedashe,213593,0.8856704105,0.3043779525,0.172323063,0.6526518838,0.02950471223,0.5887469056,0.129673244,0.870326756,0.661,0.3070833416,0.08171868506,0.1626457142,0.4485522592,0.1054287807,0.885071348,0.002533299028,0.4684624062,0.2902408613,0.3235893681,0.01100401765,0.04548063412,0.01365606507,0.009203000376,0.3489025669
Bago,Taungoo,Kyaukkyi,113329,0.9045698806,0.3618667773,0.2021018451,0.6091069758,0.01676534691,0.7036243506,0.07861731416,0.9213826858,0.725,0.131320194,0.1400166062,0.2733907267,0.455272473,0.01962155312,0.9662194642,0.006598785124,0.3148188612,0.1461346851,0.3089192851,0.008084604291,0.02827426474,0.005943276668,0.01450858716,0.3379801599
Bago,Taungoo,Phyu,257273,0.7517034434,0.3165781096,0.1896040393,0.605047729,0.01792259584,0.6605453087,0.1623491289,0.8376508711,0.847,0.2807158071,0.06278786113,0.3594691522,0.2970271796,0.09133276292,0.8369590941,0.003131200961,0.4354189802,0.2627660155,0.2887622654,0.01525550236,0.05108226684,0.01030383572,0.02228249986,0.3373322896
Bago,Taungoo,Oktwin,159828,0.9115111245,0.3122857071,0.1776472208,0.6560386094,0.01599219161,0.6174662669,0.1382153512,0.8617846488,0.776,0.1954163276,0.0877407106,0.2188228912,0.4980200705,0.04426362897,0.9388391646,0.002495253594,0.4209384323,0.2282072145,0.3281529699,0.01055058313,0.0431787361,0.008001084893,0.01687008408,0.3490914022
Bago,Taungoo,Htantabin,117276,0.915677547,0.3289760906,0.1938504042,0.6266259351,0.01307172823,0.6174662669,0.1102647399,0.8897352601,0.84,0.2114558829,0.1194130167,0.1073148874,0.561816213,0.04988611329,0.933460289,0.00470482805,0.396848512,0.1577984392,0.320861805,0.005787685299,0.03285911654,0.007019902169,0.01657891789,0.3548037788
Bago,Pyay,Pyay,251643,0.4640780789,0.2113192102,0.1353862416,0.6576713243,0.06250124184,0.574387225,0.2205201769,0.7794798231,0.877,0.5992622573,0.03893642092,0.1543624161,0.2074389057,0.2049626859,0.7814778763,0.006694332018,0.6870570555,0.4265928924,0.3835066687,0.03909011732,0.08292774562,0.02945847636,0.0102122718,0.4547876428
Bago,Pyay,Paukkhaung,124856,0.8875744858,0.2403328635,0.1233901454,0.6495330192,0.01487313385,0.5456678637,0.04896899249,0.9510310075,0.749,0.1294401336,0.1595202028,0.3386712833,0.3723683804,0.02618480848,0.9641079544,0.0009892725755,0.44303954,0.1686400594,0.513525211,0.006553930813,0.02364979751,0.01276779918,0.007388629548,0.3231829845
Bago,Pyay,Padaung,144214,0.8774182812,0.2269613214,0.1418239561,0.6405404527,0.02403372765,0.5169485025,0.09639514553,0.9036048545,0.875,0.3931656896,0.04234804073,0.2419520724,0.3225341973,0.1947187082,0.8037642703,0.0009513524632,0.5721485138,0.2456803456,0.4963231513,0.01244471871,0.03273166718,0.01177620076,0.01146765402,0.3787154171
Bago,Pyay,Paungde,137561,0.81495482,0.215686132,0.1083446616,0.6616301484,0.0244691446,0.5313081831,0.05822888283,0.9417711172,0.758,0.2548773842,0.0457493188,0.1688828338,0.5304904632,0.0353133515,0.9402724796,0.001226158038,0.4180653951,0.1974114441,0.4537057221,0.008991825613,0.01534059946,0.007765667575,0.01100817439,0.3458310627
Bago,Pyay,Thegon,130957,0.8797162427,0.2014019869,0.1197645029,0.6399291343,0.01516528326,0.5169485025,0.0947705146,0.9052294854,0.816,0.2854242003,0.0507093185,0.1849513213,0.4789151599,0.04781641168,0.9399165508,0.001418636996,0.4880111266,0.2319332406,0.4722670376,0.007510431154,0.03413073713,0.00611961057,0.0126286509,0.388038943
Bago,Pyay,Shwedaung,121671,0.854681888,0.2151621997,0.123159997,0.6663846051,0.0232923211,0.5025888219,0.08261828149,0.9173817185,0.806,0.2833988798,0.04615063759,0.2632880467,0.4071624359,0.08583601478,0.9041234656,0.00926588011,0.5181444405,0.2141282326,0.4740495769,0.01063639614,0.0394768204,0.008640209749,0.00962340603,0.3393814802
Bago,Thayarwady,Thayarwady,151104,0.7629778166,0.2857634477,0.1575868276,0.6849035022,0.02440041296,0.574387225,0.09056408016,0.9094359198,0.79,0.2309288484,0.05395074537,0.3179981434,0.3971222629,0.0770217878,0.9055042866,0.006525419101,0.3720581008,0.2394473871,0.3844536668,0.009337629007,0.03257248949,0.009173810954,0.02028613553,0.2836509583
Bago,Thayarwady,Letpadan,177407,0.8602535413,0.2947854369,0.1674962093,0.6567901922,0.01306600078,0.574387225,0.0591711894,0.9408288106,0.705,0.1138349738,0.04392420201,0.357211848,0.4850289762,0.03684113697,0.9399549259,0.003863490019,0.3579247539,0.2144236961,0.4161530678,0.006692116641,0.02439977923,0.006117192531,0.02134118296,0.2575200074
Bago,Thayarwady,Minhla,122491,0.9045072699,0.2634479268,0.1473414373,0.7032608803,0.01476843197,0.5600275444,0.07826762478,0.9217323752,0.654,0.1641419046,0.05175762284,0.2392697611,0.5448307115,0.03194795106,0.933546967,0.00184501845,0.36952159,0.1931766686,0.4033469282,0.006117692756,0.02152521525,0.006538486437,0.0166375348,0.3325564835
Bago,Thayarwady,Okpho,126662,0.9090098056,0.2573700084,0.1441868911,0.6980973435,0.01566373498,0.5600275444,0.07465353985,0.9253464601,0.664,0.1791559541,0.06135950335,0.3257979557,0.4336865868,0.05628017809,0.9116448235,0.001066031228,0.3744904998,0.2202608641,0.3687527435,0.007211387722,0.03671536966,0.005894525616,0.01614723772,0.3243243243
Bago,Thayarwady,Zigon,67523,0.7744027961,0.2236275047,0.1217214875,0.7014946052,0.01269197162,0.5313081831,0.05777045579,0.9422295442,0.87,0.2641405821,0.07001647446,0.1882482153,0.4775947282,0.07358594179,0.8988467875,0.0007138934651,0.5037891269,0.2857221307,0.3500274574,0.009335529929,0.02740252608,0.008401976936,0.01493684789,0.3763866008
Bago,Thayarwady,Nattalin,172141,0.8900378178,0.2218065423,0.1141796551,0.6598640837,0.01274536572,0.5313081831,0.05219690183,0.9478030982,0.768,0.1347418558,0.06602722367,0.2724333064,0.5267976141,0.01937992965,0.9592955931,0.001616814875,0.4482073019,0.2116716555,0.452118246,0.006205073303,0.02567239835,0.005986584806,0.01369922874,0.3936288754
Bago,Thayarwady,Monyo,127570,0.9258681508,0.2638002665,0.1547307361,0.6390912866,0.01088813984,0.5456678637,0.02932075585,0.9706792441,0.574,0.0582810106,0.0427494217,0.4087782017,0.490191366,0.01261753838,0.9833268243,0.00138192087,0.3273950792,0.1383422958,0.4701835551,0.003484843933,0.003244509869,0.00276384174,0.008952443897,0.255655361
Bago,Thayarwady,Gyobingauk,117433,0.8045949605,0.2233188286,0.1211414168,0.6606978197,0.01452743266,0.5456678637,0.06166219839,0.9383378016,0.765,0.1870790558,0.07284378474,0.279931995,0.4601451645,0.04067220297,0.8873340744,0.001569345452,0.4443863205,0.2835611064,0.3717713987,0.0106584712,0.03429673707,0.009187209835,0.01536650755,0.3801739358
Magway,Magway,Magway,289247,0.6748868614,0.2580044045,0.1543006496,0.6463670063,0.05295819836,0.5727584131,0.1767695153,0.8232304847,0.8053059976,0.396581097,0.08825370939,0.3655517859,0.1496134077,0.2068814887,0.788677432,0.002125893676,0.4748605792,0.34430741,0.3702695225,0.03338817945,0.03139333401,0.025874747,0.007993942659,0.4296634972
Magway,Magway,Yenangyaung,134227,0.6638530251,0.2730747167,0.1871903566,0.598947634,0.03152867903,0.5743651332,0.09055384615,0.9094461538,0.7089846154,0.3509846154,0.07984615385,0.3914769231,0.1776923077,0.1640923077,0.8319384615,0.001415384615,0.3944,0.2927384615,0.404,0.014,0.04018461538,0.01412307692,0.005969230769,0.2925230769
Magway,Magway,Chauk,185189,0.7565946142,0.2661821166,0.1801294893,0.6092617607,0.01981759176,0.5841935693,0.1335335515,0.8664664485,0.7970550002,0.3206553409,0.111390022,0.3752073154,0.1927473217,0.1424088933,0.8471917163,0.008763279394,0.4014299162,0.2547178269,0.4319333005,0.01084763997,0.03110852122,0.01586803532,0.005378995024,0.3544085347
Magway,Magway,Taungdwingyi,259860,0.8228930963,0.2758908643,0.1646232587,0.5687064226,0.02182713769,0.6056881501,0.09287622588,0.9071237741,0.7975540547,0.233294061,0.1364850738,0.3291074125,0.3011134527,0.07593382341,0.9191211855,0.0007135389874,0.4174369016,0.2197534142,0.5198712311,0.01035461228,0.03038348572,0.00829696497,0.005990408708,0.3027728457
Magway,Magway,Myothit,159511,0.9493451862,0.3095899342,0.1887518729,0.583408561,0.01584216762,0.610111536,0.0505034102,0.9494965898,0.7290516401,0.05334524196,0.1546497781,0.4835444408,0.3084605391,0.02855364296,0.9694164772,0.0006766266104,0.254628126,0.129425138,0.5621413879,0.003897369276,0.02511637978,0.004898776659,0.00508823211,0.2240716683
Magway,Magway,Natmauk,206996,0.9288053875,0.2926964772,0.1823706738,0.5487053976,0.01948829929,0.6018398172,0.1476892578,0.8523107422,0.8056209474,0.07353487796,0.2220088382,0.4420146202,0.2624416636,0.02143476645,0.9772436295,0.0005575517284,0.2716928922,0.1357122207,0.5927807376,0.005307066452,0.02034031305,0.007000371701,0.005720067732,0.272890596
Magway,Minbu,Minbu,188182,0.7897832949,0.2621876694,0.1507264244,0.6478857967,0.08150088744,0.5664465841,0.1028596207,0.8971403793,0.8692288381,0.3532418924,0.04851998083,0.2408425953,0.3573955314,0.1101399,0.8634776457,0.02425999041,0.4571969783,0.2883583997,0.3799895018,0.01725357738,0.03003400507,0.01789259876,0.01312276057,0.4547321816
Magway,Minbu,Pwintbyu,163692,0.9612076338,0.2682537937,0.1594335704,0.6788452564,0.02325709259,0.5773809317,0.05535157429,0.9446484257,0.8300724273,0.2548284881,0.03372397143,0.2556332361,0.4558143044,0.060758475,0.9228447842,0.0004778191329,0.4224424102,0.2329996982,0.4362237199,0.008475002515,0.03900513027,0.01114073031,0.02660698119,0.4031787547
Magway,Minbu,Ngape,52142,0.9220398144,0.2968432358,0.1607149707,0.6455278681,0.0346361858,0.5802431436,0.07907200771,0.9209279923,0.8473147628,0.1676968773,0.05547081962,0.4728265232,0.3040057799,0.0883840411,0.9090471221,0.001846351449,0.4054748334,0.2846592277,0.4670466404,0.01131893714,0.03034438468,0.01172031789,0.01003451874,0.4863931926
Magway,Minbu,Salin,236033,0.9484902535,0.2679286371,0.1622696826,0.6098948113,0.01600623642,0.5997855631,0.05677546983,0.9432245302,0.7606150526,0.1573239817,0.04537361748,0.3330635734,0.4642388274,0.05796241345,0.9369121482,0.001132991637,0.3144861074,0.1503102239,0.5426130744,0.006240446003,0.02460210413,0.007319485658,0.01864940203,0.3441057459
Magway,Minbu,Sidoktaya,47526,0.8629381812,0.2812986576,0.1694230526,0.6163111342,0.04164036527,0.6067164874,0.04517625232,0.9548237477,0.7612244898,0.1329313544,0.07142857143,0.3427643785,0.4528756957,0.08126159555,0.91716141,0.001298701299,0.2418367347,0.1052875696,0.4818181818,0.005751391466,0.00185528757,0.006307977737,0.001669758813,0.2394248609
Magway,Thayet,Thayet,104347,0.8059263803,0.2234851026,0.1267980872,0.5826702034,0.04539660939,0.5507345553,0.09829816726,0.9017018327,0.1862775296,0.2489989219,0.08828738642,0.3245033113,0.3382103804,0.08667026028,0.9106730325,0.0007700600647,0.4568766364,0.2762205452,0.4469813645,0.01039581087,0.03588479901,0.009240720776,0.00381179732,0.3367857693
Magway,Thayet,Minhla,146082,0.9143631659,0.2396188442,0.1257581358,0.6379691128,0.154810312,0.5606687394,0.1235215989,0.8764784011,0.1518879261,0.2182973879,0.09496553033,0.3748972235,0.3118398583,0.133988995,0.863955474,0.001170071469,0.4089557903,0.3252798684,0.4429827335,0.01283916261,0.04737208273,0.02409714756,0.005439251154,0.5029093669
Magway,Thayet,Mindon,59357,0.9226039052,0.2201762218,0.1234058325,0.5225886427,0.01624071297,0.4988427811,0.03944315545,0.9605568445,0.8836337676,0.04051401035,0.1075614254,0.6288892855,0.2230352787,0.0004164435719,0.9981557499,0.0004759355107,0.3303587364,0.1706823725,0.5026473913,0.005175798679,0.03902671188,0.005949193884,0.004164435719,0.3322624784
Magway,Thayet,Kamma,75195,0.9308198683,0.2194427821,0.1183988297,0.6332391129,0.01892413059,0.5533836698,0.04361907747,0.9563809225,0.8721203573,0.05333542287,0.1137230319,0.3678629264,0.4650786188,0.0008358146581,0.9977537481,0.0003134304968,0.4066238312,0.1264692055,0.5893015724,0.005485033694,0.02032074388,0.006843232513,0.007940239252,0.3266990545
Magway,Thayet,Aunglan,235222,0.7768618582,0.2550654276,0.1361097176,0.6333606153,0.02081437961,0.5741130378,0.1071360378,0.8928639622,0.1845718551,0.2813102119,0.08000486035,0.3190820879,0.3196028398,0.08805915742,0.9054140846,0.001284521516,0.4712458123,0.2569043031,0.3570969814,0.01131767606,0.05151972782,0.0136437015,0.007950146678,0.2941727855
Magway,Thayet,Sinbaungwe,117844,0.9568157904,0.2666661009,0.1520145277,0.5946051522,0.0230898476,0.5763246104,0.07439687631,0.9256031237,0.3963882304,0.08000976154,0.1276669921,0.5168386557,0.2754845907,0.03566448194,0.9633942267,0.0005229396179,0.3358318226,0.1570910612,0.4964788732,0.003416538837,0.01969739227,0.007425742574,0.003242225631,0.2337888718
Magway,Pakokku,Pakokku,290139,0.6869017953,0.2648523639,0.1737891149,0.627641438,0.03164690028,0.6081478428,0.1507084715,0.8492915285,0.7648929756,0.5675158276,0.04889960808,0.2422671088,0.1413174555,0.2785649683,0.7160687368,0.003150437142,0.488649382,0.3722791679,0.4099939705,0.02740428098,0.0568887549,0.02606270727,0.008682544468,0.5252788664
Magway,Pakokku,Yesagyo,215352,0.8916703815,0.2764822245,0.1824083361,0.5691431287,0.01711151974,0.6421597479,0.07631200879,0.9236879912,0.6909279135,0.2288092622,0.1114468013,0.5083875602,0.1513563762,0.05704386039,0.940843404,0.0006126933153,0.3457280487,0.2835291135,0.5762908814,0.009359418575,0.04840277191,0.007880503676,0.01164117299,0.4880841714
Magway,Pakokku,Myaing,225771,0.9658680699,0.2883054068,0.1933685017,0.5970978428,0.01908128148,0.5928558286,0.168602375,0.831397625,0.6128521094,0.06429783188,0.1956152943,0.5010905837,0.2389962902,0.0282619638,0.9672824891,0.003038720382,0.287317537,0.1889226524,0.5741317276,0.008034898678,0.03083462277,0.01612572473,0.006021513395,0.5506235902
Magway,Pakokku,Pauk,171514,0.9575195028,0.319338363,0.2061289457,0.5789578567,0.01662838019,0.6215661372,0.04971127935,0.9502887206,0.5842679328,0.07180803285,0.1011163865,0.416091364,0.4109842166,0.03023225972,0.9648402412,0.003926600796,0.2272808931,0.1221865777,0.5421788785,0.006005389452,0.01260105223,0.01429488002,0.002900038496,0.4022584371
Magway,Pakokku,Seikphyu,102769,0.9116367776,0.3031653514,0.2030086894,0.5901011825,0.03178001148,0.6099079273,0.05788193111,0.9421180689,0.6405002775,0.1242583344,0.08848764246,0.3559994878,0.4312545354,0.06778503436,0.9311905067,0.0006402868485,0.2176121569,0.1945618304,0.4914841849,0.009518931148,0.01370213856,0.01178127801,0.005719895847,0.3387544287
Magway,Gangaw,Gangaw,133295,0.8954274354,0.2599422334,0.165422559,0.6118571158,0.03360966278,0.618394711,0.1402781492,0.8597218508,0.9383190693,0.1688954266,0.103202728,0.4981612731,0.2297405723,0.06458946242,0.9338058304,0.001069804761,0.4346416154,0.2971382723,0.4288579834,0.01574618882,0.06014308639,0.01648167959,0.01544530623,0.5342337523
Magway,Gangaw,Tilin,48866,0.9074612205,0.2296279622,0.1488969836,0.415329854,0.02398395612,0.6502759283,0.09314470186,0.9068552981,0.9849031523,0.07178123813,0.06503987847,0.6923661223,0.1708127611,0.001424230915,0.9976262818,0.0007595898215,0.312761109,0.2251234333,0.5841245727,0.007121154577,0.007975693126,0.009115077858,0.005791872389,0.4520508925
Magway,Gangaw,Saw,68697,0.8621046043,0.2401123775,0.1558001077,0.5560761398,0.02992852672,0.6005670117,0.06093887285,0.9390611271,0.8498807581,0.06482992343,0.06752855529,0.7734404418,0.09420107945,0.0009413832057,0.9973013681,0.0003765532823,0.367767039,0.2826659972,0.6172335886,0.008033136689,0.0265470064,0.01198694615,0.006464164679,0.4194175976
Mandalay,Mandalay,Aungmyaythazan,265779,0,0.2159162312,0.1331783173,0.6813642164,0.09127884445,0.6973790402,0.3993686031,0.6006313969,0.9405803221,0.9444612013,0.0007440027347,0.0422673986,0.0125273974,0.5778890431,0.4008365004,0.009571494641,0.8418491484,0.7616979349,0.2338581569,0.1219360158,0.1826828336,0.1295771249,0.007882407352,0.7722346223
Mandalay,Mandalay,Chanayethazan,197175,0,0.1799213896,0.1227285406,0.6809161947,0.1878737162,0.69091374,0.5698747033,0.4301252967,0.9584447583,0.9765031099,0.0002103302184,0.01487335116,0.008413208738,0.6044890478,0.3559688711,0.02289594664,0.870015925,0.847570686,0.2453351762,0.2022475286,0.3293771221,0.2043207836,0.004987830895,0.8098915297
Mandalay,Mandalay,Mahaaungmyay,241113,0,0.2087237105,0.1395860032,0.6827458872,0.09700016175,0.7456916698,0.4049896248,0.5950103752,0.9239869297,0.9222935101,0.0008347842679,0.05876881246,0.01810289312,0.5299687552,0.4428172776,0.01371431297,0.8412955852,0.8036348892,0.2185703723,0.1355451141,0.2642449973,0.1624490185,0.006010446729,0.7953347485
Mandalay,Mandalay,Chanmyathazi,283781,0,0.2382153844,0.1504857619,0.6959627522,0.0582632382,0.7234304613,0.268196128,0.731803872,0.9000508983,0.864855694,0.002299847305,0.09951552397,0.03332893472,0.5532640866,0.4286764567,0.005956981545,0.8172375441,0.7473561182,0.2297396648,0.1041906234,0.2372801478,0.1229098724,0.008143721605,0.7906573416
Mandalay,Mandalay,Pyigyitagon,237698,0,0.2585591801,0.1505103114,0.7277161549,0.07675285446,0.7182425873,0.1932991453,0.8067008547,0.9223703704,0.7147350427,0.00784045584,0.2321595442,0.04526495726,0.3913162393,0.5953960114,0.004056980057,0.729048433,0.6984843305,0.2268717949,0.06101424501,0.1902222222,0.09171509972,0.01150997151,0.7576752137
